process_id,event_type,event_time,user,executable_path,src_ip,dst_ip,src_port,dst_port,file_path,operation,registry_key,value_name,value_data
2467,file,2025-03-01 09:32:39,user1,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
6924,file,2025-03-01 09:08:56,user1,,,,,,C:/Windows/SysWOW64/data.csv,write,,,
3435,file,2025-03-01 09:09:40,user1,,,,,,C:/Program Files/config.ini,read,,,
4923,file,2025-03-01 09:51:29,johndoe,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
3948,file,2025-03-01 09:48:58,user1,,,,,,C:/Windows/SysWOW64/config.ini,read,,,
6821,file,2025-03-01 09:27:38,admin,,,,,,C:/Program Files/image.png,write,,,
2153,file,2025-03-01 09:14:24,johndoe,,,,,,C:/Program Files/Common Files/config.ini,write,,,
5797,file,2025-03-01 09:16:32,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
1136,file,2025-03-01 09:36:17,admin,,,,,,C:/Program Files/readme.txt,read,,,
3496,file,2025-03-01 09:18:49,admin,,,,,,C:/Windows/SysWOW64/data.csv,write,,,
4742,file,2025-03-01 09:15:38,johndoe,,,,,,C:/Program Files/readme.txt,write,,,
5400,file,2025-03-01 09:10:08,admin,,,,,,C:/Windows/System32/image.png,write,,,
7041,file,2025-03-01 09:11:54,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
2989,file,2025-03-01 09:45:19,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
7505,file,2025-03-01 09:44:50,johndoe,,,,,,C:/Program Files/report.docx,write,,,
5571,file,2025-03-01 09:53:58,janedoe,,,,,,C:/Program Files/Common Files/readme.txt,write,,,
5450,file,2025-03-01 09:38:49,admin,,,,,,C:/Windows/System32/log.txt,write,,,
7814,file,2025-03-01 09:25:08,admin,,,,,,C:/Program Files/image.png,read,,,
4866,file,2025-03-01 09:05:17,johndoe,,,,,,C:/Program Files/Common Files/image.png,read,,,
5288,file,2025-03-01 09:38:52,admin,,,,,,C:/Windows/SysWOW64/data.csv,read,,,
1794,file,2025-03-01 09:40:20,johndoe,,,,,,C:/Users/JohnDoe/Documents/image.png,read,,,
99999,file,2025-03-01 09:54:56,user1,,,,,,C:/Program Files/Common Files/report.docx,write,,,
6544,file,2025-03-01 09:55:22,user1,,,,,,C:/Windows/System32/data.csv,read,,,
2911,file,2025-03-01 09:10:48,admin,,,,,,C:/Windows/System32/log.txt,write,,,
4016,file,2025-03-01 09:06:33,user1,,,,,,C:/Windows/System32/report.docx,write,,,
3683,file,2025-03-01 09:20:59,admin,,,,,,C:/Users/JohnDoe/Desktop/image.png,read,,,
7495,file,2025-03-01 09:42:20,janedoe,,,,,,C:/Program Files/report.docx,write,,,
3222,file,2025-03-01 09:27:42,admin,,,,,,C:/Program Files/Common Files/report.docx,write,,,
5295,file,2025-03-01 09:05:03,user1,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
9967,file,2025-03-01 09:15:47,admin,,,,,,C:/Program Files/Common Files/data.csv,write,,,
1845,file,2025-03-01 09:44:30,janedoe,,,,,,C:/Users/JohnDoe/Documents/config.ini,write,,,
2559,file,2025-03-01 09:47:28,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
2901,file,2025-03-01 09:16:11,user1,,,,,,C:/Users/JohnDoe/Desktop/report.docx,write,,,
2480,file,2025-03-01 09:13:51,admin,,,,,,C:/Users/JohnDoe/Desktop/image.png,write,,,
8474,file,2025-03-01 09:22:26,johndoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,write,,,
3841,file,2025-03-01 09:12:24,user1,,,,,,C:/Program Files/readme.txt,write,,,
9280,file,2025-03-01 09:08:15,admin,,,,,,C:/Windows/System32/config.ini,read,,,
6068,file,2025-03-01 09:33:11,janedoe,,,,,,C:/Windows/SysWOW64/readme.txt,write,,,
6094,file,2025-03-01 09:54:34,johndoe,,,,,,C:/Windows/SysWOW64/log.txt,write,,,
4765,file,2025-03-01 09:00:04,user1,,,,,,C:/Program Files/Common Files/readme.txt,read,,,
3246,file,2025-03-01 09:20:54,johndoe,,,,,,C:/Program Files/Common Files/report.docx,write,,,
8807,file,2025-03-01 09:33:53,janedoe,,,,,,C:/Users/JohnDoe/Documents/image.png,write,,,
3221,file,2025-03-01 09:21:07,admin,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
2354,file,2025-03-01 09:29:07,admin,,,,,,C:/Program Files/Common Files/config.ini,write,,,
5673,file,2025-03-01 09:27:45,user1,,,,,,C:/Windows/SysWOW64/log.txt,read,,,
9918,file,2025-03-01 09:32:06,user1,,,,,,C:/Windows/SysWOW64/log.txt,read,,,
9813,file,2025-03-01 09:18:35,janedoe,,,,,,C:/Windows/System32/report.docx,write,,,
8617,file,2025-03-01 09:30:07,admin,,,,,,C:/Users/JohnDoe/Documents/config.ini,write,,,
1920,file,2025-03-01 09:09:22,janedoe,,,,,,C:/Windows/System32/image.png,write,,,
5938,file,2025-03-01 09:47:25,johndoe,,,,,,C:/Program Files/log.txt,read,,,
1116,file,2025-03-01 09:12:14,johndoe,,,,,,C:/Users/JohnDoe/Documents/data.csv,read,,,
9837,file,2025-03-01 09:31:35,janedoe,,,,,,###CORRUPT###C:/Windows/SysWOW64/readme.txt,read,,,
8365,file,2025-03-01 09:16:01,admin,,,,,,C:/Users/JohnDoe/Desktop/config.ini,write,,,
3353,file,2025-03-01 09:41:45,janedoe,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
7566,file,2025-03-01 09:16:55,johndoe,,,,,,C:/Windows/SysWOW64/log.txt,write,,,
9027,file,2025-03-01 09:50:52,user1,,,,,,C:/Windows/SysWOW64/log.txt,write,,,
1605,file,2025-03-01 09:54:02,johndoe,,,,,,C:/Windows/SysWOW64/image.png,read,,,
3527,file,2025-03-01 09:51:24,user1,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
4292,file,2025-03-01 09:19:27,user1,,,,,,C:/Users/JohnDoe/Desktop/log.txt,write,,,
5025,file,2025-03-01 09:18:00,admin,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
6478,file,2025-03-01 09:09:58,user1,,,,,,C:/Users/JohnDoe/Documents/image.png,read,,,
3662,file,2025-03-01 09:08:45,janedoe,,,,,,C:/Windows/System32/report.docx,write,,,
7943,file,2025-03-01 09:06:48,user1,,,,,,C:/Users/JohnDoe/Desktop/config.ini,write,,,
5267,file,2025-03-01 09:51:53,janedoe,,,,,,C:/Program Files/readme.txt,read,,,
3435,file,2025-03-01 09:07:51,janedoe,,,,,,C:/Program Files/readme.txt,read,,,
6489,file,2025-03-01 09:58:08,johndoe,,,,,,C:/Windows/System32/data.csv,write,,,
8474,file,2025-03-01 09:25:17,johndoe,,,,,,C:/Program Files/log.txt,write,,,
1845,file,2025-03-01 09:02:32,user1,,,,,,C:/Program Files/Common Files/report.docx,read,,,
1742,file,2025-03-01 09:38:41,janedoe,,,,,,C:/Windows/System32/readme.txt,write,,,
5641,file,2025-03-01 09:10:07,user1,,,,,,C:/Windows/SysWOW64/data.csv,read,,,
3931,file,2025-03-01 09:09:39,johndoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
8126,file,2025-03-01 09:13:55,janedoe,,,,,,C:/Windows/System32/config.ini,read,,,
3262,file,2025-03-01 09:36:05,janedoe,,,,,,C:/Windows/SysWOW64/data.csv,write,,,
4111,file,2025-03-01 09:42:52,janedoe,,,,,,C:/Program Files/log.txt,write,,,
5949,file,2025-03-01 09:55:02,admin,,,,,,C:/Windows/System32/report.docx,write,,,
8245,file,2025-03-01 09:17:49,johndoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
7532,file,2025-03-01 09:47:29,johndoe,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
9307,file,2025-03-01 09:04:56,user1,,,,,,C:/Program Files/Common Files/data.csv,read,,,
3390,file,2025-03-01 09:13:58,johndoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
99999,file,2025-03-01 09:10:45,user1,,,,,,C:/Program Files/config.ini,write,,,
7022,file,2025-03-01 09:31:13,johndoe,,,,,,C:/Windows/System32/config.ini,write,,,
5922,file,2025-03-01 09:44:47,admin,,,,,,C:/Program Files/log.txt,read,,,
4509,file,2025-03-01 09:48:45,janedoe,,,,,,C:/Windows/System32/log.txt,write,,,
9227,file,2025-03-01 09:53:20,admin,,,,,,C:/Users/JohnDoe/Documents/image.png,write,,,
1241,file,2025-03-01 09:48:31,user1,,,,,,C:/Windows/System32/report.docx,write,,,
9625,file,2025-03-01 09:10:26,admin,,,,,,C:/Users/JohnDoe/Documents/log.txt,read,,,
4869,file,2025-03-01 09:29:54,johndoe,,,,,,C:/Users/JohnDoe/Desktop/image.png,write,,,
9937,file,2025-03-01 09:02:33,johndoe,,,,,,C:/Windows/System32/data.csv,read,,,
6663,file,2025-03-01 09:15:35,johndoe,,,,,,C:/Program Files/log.txt,read,,,
9837,file,2025-03-01 09:28:49,janedoe,,,,,,C:/Windows/System32/config.ini,write,,,
3174,file,2025-03-01 09:49:49,user1,,,,,,C:/Windows/SysWOW64/config.ini,write,,,
8941,file,2025-03-01 09:42:34,user1,,,,,,C:/Program Files/config.ini,read,,,
6310,file,2025-03-01 09:22:32,janedoe,,,,,,C:/Windows/System32/config.ini,read,,,
4871,file,2025-03-01 09:59:55,admin,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
9312,file,2025-03-01 09:17:18,janedoe,,,,,,C:/Program Files/readme.txt,read,,,
8784,file,2025-03-01 09:45:45,janedoe,,,,,,C:/Program Files/Common Files/data.csv,read,,,
9740,file,2025-03-01 09:29:52,janedoe,,,,,,C:/Program Files/Common Files/log.txt,read,,,
6416,file,2025-03-01 09:51:15,johndoe,,,,,,C:/Program Files/data.csv,write,,,
3925,file,2025-03-01 09:11:50,johndoe,,,,,,C:/Program Files/image.png,nan,,,
6321,file,2025-03-01 09:05:20,user1,,,,,,C:/Users/JohnDoe/Desktop/log.txt,read,,,
5843,file,2025-03-01 09:55:42,janedoe,,,,,,C:/Program Files/image.png,write,,,
4006,file,2025-03-01 09:18:29,user1,,,,,,C:/Program Files/config.ini,read,,,
8909,file,2025-03-01 09:31:17,admin,,,,,,C:/Windows/System32/config.ini,write,,,
7375,file,2025-03-01 09:06:12,janedoe,,,,,,C:/Users/JohnDoe/Documents/image.png,read,,,
8444,file,2025-03-01 09:45:11,user1,,,,,,C:/Users/JohnDoe/Desktop/config.ini,read,,,
2481,file,2025-03-01 09:03:59,janedoe,,,,,,C:/Windows/SysWOW64/readme.txt,write,,,
7382,file,2025-03-01 09:45:05,janedoe,,,,,,C:/Users/JohnDoe/Desktop/data.csv,write,,,
2544,file,2025-03-01 09:43:50,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
7566,file,2025-03-01 09:42:28,user1,,,,,,C:/Windows/SysWOW64/log.txt,read,,,
9653,file,2025-03-01 09:43:40,user1,,,,,,C:/Windows/SysWOW64/readme.txt,write,,,
2210,file,2025-03-01 09:42:56,user1,,,,,,C:/Users/JohnDoe/Documents/data.csv,write,,,
4166,file,2025-03-01 09:12:16,user1,,,,,,C:/Windows/SysWOW64/report.docx,read,,,
2200,file,2025-03-01 09:26:18,janedoe,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
9564,file,2025-03-01 09:34:37,user1,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
4906,file,2025-03-01 09:30:48,admin,,,,,,C:/Program Files/data.csv,read,,,
7622,file,2025-03-01 09:05:52,admin,,,,,,C:/Program Files/readme.txt,read,,,
4314,file,2025-03-01 09:16:05,johndoe,,,,,,C:/Windows/System32/report.docx,read,,,
3725,file,2025-03-01 09:45:42,admin,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
7837,file,2025-03-01 09:19:53,admin,,,,,,C:/Program Files/Common Files/readme.txt,write,,,
5885,file,2025-03-01 09:24:03,admin,,,,,,C:/Users/JohnDoe/Desktop/config.ini,read,,,
2852,file,2025-03-01 09:47:24,johndoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
8247,file,2025-03-01 09:33:43,admin,,,,,,C:/Program Files/report.docx,read,,,
7730,file,2025-03-01 09:26:28,johndoe,,,,,,C:/Program Files/config.ini,write,,,
2843,file,2025-03-01 09:12:24,user1,,,,,,C:/Program Files/config.ini,write,,,
6168,file,2025-03-01 09:10:12,user1,,,,,,C:/Windows/System32/log.txt,write,,,
2124,file,2025-03-01 09:46:21,johndoe,,,,,,C:/Windows/System32/data.csv,write,,,
6183,file,2025-03-01 09:58:01,user1,,,,,,C:/Users/JohnDoe/Desktop/log.txt,write,,,
5530,file,2025-03-01 09:47:15,user1,,,,,,C:/Program Files/image.png,read,,,
9148,file,2025-03-01 09:30:13,admin,,,,,,C:/Program Files/log.txt,write,,,
4638,file,2025-03-01 09:34:43,johndoe,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
3246,file,2025-03-01 09:54:54,user1,,,,,,C:/Windows/System32/log.txt,read,,,
7979,file,2025-03-01 09:52:17,johndoe,,,,,,C:/Windows/System32/log.txt,write,,,
99999,file,2025-03-01 09:12:56,janedoe,,,,,,C:/Windows/System32/report.docx,write,,,
1190,file,2025-03-01 09:27:07,janedoe,,,,,,C:/Program Files/Common Files/log.txt,read,,,
7626,file,2025-03-01 09:59:54,johndoe,,,,,,C:/Users/JohnDoe/Desktop/image.png,read,,,
4866,file,2025-03-01 09:30:52,janedoe,,,,,,C:/Program Files/Common Files/config.ini,read,,,
4148,file,2025-03-01 09:10:55,johndoe,,,,,,C:/Program Files/Common Files/log.txt,read,,,
4923,file,2025-03-01 09:05:29,janedoe,,,,,,C:/Users/JohnDoe/Documents/config.ini,write,,,
1823,file,2025-03-01 09:55:15,user1,,,,,,C:/Windows/SysWOW64/report.docx,read,,,
5285,file,2025-03-01 09:10:18,johndoe,,,,,,C:/Windows/System32/image.png,read,,,
8822,file,2025-03-01 09:14:54,admin,,,,,,C:/Windows/System32/readme.txt,write,,,
8247,file,2025-03-01 09:51:42,janedoe,,,,,,C:/Program Files/report.docx,write,,,
4678,file,2025-03-01 09:45:37,user1,,,,,,C:/Program Files/data.csv,write,,,
4559,file,2025-03-01 09:45:20,user1,,,,,,C:/Users/JohnDoe/Desktop/data.csv,write,,,
7114,file,2025-03-01 09:05:11,johndoe,,,,,,C:/Windows/System32/data.csv,nan,,,
1190,file,2025-03-01 09:44:07,johndoe,,,,,,C:/Users/JohnDoe/Desktop/log.txt,read,,,
1744,file,2025-03-01 09:15:13,admin,,,,,,C:/Windows/System32/config.ini,read,,,
1145,file,2025-03-01 09:48:05,user1,,,,,,C:/Windows/System32/log.txt,read,,,
1823,file,2025-03-01 09:58:03,user1,,,,,,C:/Windows/System32/image.png,read,,,
6634,file,2025-03-01 09:25:24,johndoe,,,,,,C:/Windows/System32/config.ini,read,,,
1582,file,2025-03-01 09:48:33,johndoe,,,,,,C:/Users/JohnDoe/Documents/image.png,read,,,
4783,file,2025-03-01 09:37:05,janedoe,,,,,,C:/Users/JohnDoe/Documents/config.ini,write,,,
3274,file,2025-03-01 09:00:34,admin,,,,,,C:/Users/JohnDoe/Documents/data.csv,write,,,
3086,file,2025-03-01 09:17:53,admin,,,,,,C:/Users/JohnDoe/Documents/readme.txt,write,,,
5911,file,2025-03-01 09:57:09,admin,,,,,,C:/Program Files/Common Files/log.txt,read,,,
6383,file,2025-03-01 09:30:11,janedoe,,,,,,C:/Windows/System32/data.csv,write,,,
4594,file,2025-03-01 09:52:58,janedoe,,,,,,C:/Program Files/log.txt,write,,,
3653,file,2025-03-01 09:51:07,johndoe,,,,,,C:/Users/JohnDoe/Desktop/data.csv,write,,,
5076,file,2025-03-01 09:49:26,user1,,,,,,"C:/Users/JohnDoe/Desktop/readme.txt,unexpected",write,,,
9608,file,2025-03-01 09:07:37,user1,,,,,,C:/Program Files/log.txt,read,,,
2128,file,2025-03-01 09:12:13,admin,,,,,,C:/Users/JohnDoe/Desktop/data.csv,read,,,
4923,file,2025-03-01 09:47:06,admin,,,,,,C:/Program Files/config.ini,write,,,
2233,file,2025-03-01 09:36:18,user1,,,,,,C:/Windows/System32/log.txt,write,,,
3579,file,2025-03-01 09:34:53,admin,,,,,,C:/Windows/System32/log.txt,write,,,
7837,file,2025-03-01 09:10:28,janedoe,,,,,,C:/Windows/System32/data.csv,write,,,
7609,file,2025-03-01 09:39:16,admin,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
1567,file,2025-03-01 09:07:34,admin,,,,,,C:/Users/JohnDoe/Desktop/config.ini,read,,,
1685,file,2025-03-01 09:28:49,janedoe,,,,,,C:/Windows/System32/config.ini,write,,,
99999,file,2025-03-01 09:48:12,admin,,,,,,C:/Windows/System32/image.png,read,,,
2943,file,2025-03-01 09:51:03,user1,,,,,,C:/Windows/System32/readme.txt,read,,,
3535,file,2025-03-01 09:12:52,admin,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
6439,file,2025-03-01 09:22:17,user1,,,,,,C:/Windows/System32/log.txt,read,,,
7235,file,2025-03-01 09:37:32,admin,,,,,,C:/Windows/SysWOW64/config.ini,read,,,
2235,file,2025-03-01 09:28:31,user1,,,,,,C:/Windows/SysWOW64/report.docx,read,,,
3745,file,2025-03-01 09:04:04,janedoe,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
6309,file,2025-03-01 09:11:11,janedoe,,,,,,C:/Program Files/Common Files/report.docx,write,,,
9202,file,2025-03-01 09:12:06,user1,,,,,,C:/Program Files/Common Files/config.ini,read,,,
9967,file,2025-03-01 09:45:57,user1,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
7524,file,2025-03-01 09:34:31,johndoe,,,,,,C:/Program Files/data.csv,read,,,
4308,file,2025-03-01 09:12:05,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
4533,file,2025-03-01 09:37:41,johndoe,,,,,,C:/Program Files/Common Files/readme.txt,write,,,
2382,file,2025-03-01 09:12:57,user1,,,,,,C:/Windows/System32/readme.txt,read,,,
1241,file,2025-03-01 09:13:43,user1,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
8529,file,2025-03-01 09:45:56,user1,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
9510,file,2025-03-01 09:36:04,janedoe,,,,,,C:/Windows/SysWOW64/config.ini,read,,,
5624,file,2025-03-01 09:27:43,janedoe,,,,,,C:/Windows/SysWOW64/image.png,read,,,
8616,file,2025-03-01 09:28:50,johndoe,,,,,,C:/Program Files/Common Files/data.csv,read,,,
6168,file,2025-03-01 09:58:27,johndoe,,,,,,C:/Users/JohnDoe/Documents/config.ini,read,,,
6542,file,2025-03-01 09:31:53,janedoe,,,,,,C:/Program Files/readme.txt,read,,,
2559,file,2025-03-01 09:24:03,janedoe,,,,,,C:/Program Files/Common Files/readme.txt,read,,,
9975,file,2025-03-01 09:36:56,johndoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
9515,file,2025-03-01 09:50:08,admin,,,,,,C:/Windows/SysWOW64/image.png,read,,,
3950,file,2025-03-01 09:25:43,johndoe,,,,,,C:/Users/JohnDoe/Desktop/image.png,write,,,
3750,file,2025-03-01 09:52:08,user1,,,,,,C:/Users/JohnDoe/Desktop/data.csv,write,,,
4666,file,2025-03-01 09:09:26,johndoe,,,,,,C:/Users/JohnDoe/Documents/log.txt,read,,,
3421,file,2025-03-01 09:23:26,johndoe,,,,,,C:/Program Files/Common Files/config.ini,read,,,
4279,file,2025-03-01 09:42:53,admin,,,,,,C:/Program Files/report.docx,write,,,
1838,file,2025-03-01 09:39:32,admin,,,,,,C:/Program Files/Common Files/image.png,read,,,
8324,file,2025-03-01 09:09:44,janedoe,,,,,,###CORRUPT###C:/Program Files/Common Files/log.txt,write,,,
3662,file,2025-03-01 09:52:11,janedoe,,,,,,C:/Program Files/Common Files/report.docx,read,,,
3527,file,2025-03-01 09:01:28,admin,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
4314,file,2025-03-01 09:46:49,janedoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
1256,file,2025-03-01 09:27:41,johndoe,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
3535,file,2025-03-01 09:07:40,janedoe,,,,,,C:/Windows/System32/report.docx,write,,,
3589,file,2025-03-01 09:35:25,johndoe,,,,,,C:/Program Files/Common Files/config.ini,write,,,
3579,file,2025-03-01 09:25:59,johndoe,,,,,,C:/Program Files/data.csv,read,,,
5073,file,2025-03-01 09:19:47,johndoe,,,,,,C:/Users/JohnDoe/Documents/report.docx,write,,,
2775,file,2025-03-01 09:59:47,admin,,,,,,C:/Windows/System32/report.docx,write,,,
5720,file,2025-03-01 09:11:11,janedoe,,,,,,C:/Windows/SysWOW64/config.ini,read,,,
8491,file,2025-03-01 09:27:19,johndoe,,,,,,C:/Program Files/data.csv,write,,,
1953,file,2025-03-01 09:01:14,user1,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
2505,file,2025-03-01 09:24:28,admin,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
5525,file,2025-03-01 09:59:43,admin,,,,,,C:/Program Files/readme.txt,read,,,
5911,file,2025-03-01 09:42:14,janedoe,,,,,,C:/Windows/SysWOW64/data.csv,read,,,
5530,file,2025-03-01 09:28:23,user1,,,,,,C:/Windows/SysWOW64/image.png,write,,,
1368,file,2025-03-01 09:53:48,johndoe,,,,,,C:/Windows/System32/config.ini,write,,,
100,file,2025-03-01 09:03:08,johndoe,,,,,,C:/Windows/System32/readme.txt,read,,,
8972,file,2025-03-01 09:06:57,johndoe,,,,,,C:/Users/JohnDoe/Desktop/data.csv,write,,,
4923,file,2025-03-01 09:26:26,johndoe,,,,,,C:/Users/JohnDoe/Desktop/config.ini,write,,,
7334,file,2025-03-01 09:56:21,janedoe,,,,,,C:/Windows/System32/report.docx,read,,,
9589,file,2025-03-01 09:29:29,janedoe,,,,,,C:/Users/JohnDoe/Documents/image.png,write,,,
8365,file,2025-03-01 09:49:13,admin,,,,,,C:/Users/JohnDoe/Documents/readme.txt,write,,,
3086,file,2025-03-01 09:11:03,janedoe,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,write,,,
3724,file,2025-03-01 09:43:04,user1,,,,,,C:/Users/JohnDoe/Desktop/readme.txt,read,,,
7874,file,2025-03-01 09:03:14,user1,,,,,,C:/Program Files/Common Files/log.txt,read,,,
3440,file,2025-03-01 09:08:58,admin,,,,,,C:/Windows/SysWOW64/log.txt,write,,,
2438,file,2025-03-01 09:28:48,janedoe,,,,,,C:/Program Files/Common Files/data.csv,write,,,
6990,file,2025-03-01 09:25:47,user1,,,,,,C:/Windows/SysWOW64/config.ini,read,,,
2465,file,2025-03-01 09:41:43,janedoe,,,,,,C:/Program Files/readme.txt,write,,,
4396,file,2025-03-01 09:52:26,user1,,,,,,C:/Program Files/Common Files/config.ini,write,,,
5102,file,2025-03-01 09:22:38,user1,,,,,,C:/Program Files/config.ini,read,,,
5695,file,2025-03-01 09:30:00,admin,,,,,,C:/Program Files/image.png,write,,,
4728,file,2025-03-01 09:32:47,janedoe,,,,,,C:/Windows/SysWOW64/data.csv,nan,,,
3589,file,2025-03-01 09:25:25,user1,,,,,,C:/Windows/SysWOW64/report.docx,write,,,
6489,file,2025-03-01 09:06:34,user1,,,,,,C:/Users/JohnDoe/Documents/data.csv,read,,,
9950,file,2025-03-01 09:33:23,admin,,,,,,C:/Users/JohnDoe/Documents/config.ini,read,,,
5285,file,2025-03-01 09:14:53,admin,,,,,,C:/Program Files/log.txt,write,,,
7505,file,2025-03-01 09:00:13,user1,,,,,,C:/Program Files/image.png,read,,,
9608,file,2025-03-01 09:06:14,admin,,,,,,C:/Program Files/Common Files/config.ini,read,,,
4833,file,2025-03-01 09:43:14,janedoe,,,,,,C:/Users/JohnDoe/Desktop/data.csv,read,,,
4022,file,2025-03-01 09:36:35,user1,,,,,,C:/Program Files/Common Files/config.ini,write,,,
5525,file,2025-03-01 09:48:37,johndoe,,,,,,C:/Users/JohnDoe/Documents/log.txt,write,,,
9017,file,2025-03-01 09:39:53,johndoe,,,,,,C:/Users/JohnDoe/Documents/log.txt,read,,,
2352,file,2025-03-01 09:09:33,johndoe,,,,,,C:/Program Files/image.png,write,,,
4404,file,2025-03-01 09:33:23,johndoe,,,,,,C:/Windows/System32/data.csv,write,,,
3174,file,2025-03-01 09:03:44,johndoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
4339,file,2025-03-01 09:24:47,johndoe,,,,,,C:/Windows/System32/report.docx,read,,,
6170,file,2025-03-01 09:31:00,johndoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,write,,,
6072,file,2025-03-01 09:43:35,user1,,,,,,C:/Windows/SysWOW64/data.csv,write,,,
3194,file,2025-03-01 09:59:39,johndoe,,,,,,C:/Windows/SysWOW64/config.ini,write,,,
5720,file,2025-03-01 09:39:38,johndoe,,,,,,C:/Windows/System32/data.csv,write,,,
1848,file,2025-03-01 09:17:44,johndoe,,,,,,C:/Users/JohnDoe/Desktop/report.docx,read,,,
4853,file,2025-03-01 09:15:47,janedoe,,,,,,C:/Users/JohnDoe/Documents/config.ini,write,,,
3724,file,2025-03-01 09:13:19,admin,,,,,,C:/Users/JohnDoe/Documents/report.docx,read,,,
4389,file,2025-03-01 09:59:39,admin,,,,,,###CORRUPT###C:/Users/JohnDoe/Documents/config.ini,read,,,
3267,file,2025-03-01 09:29:09,admin,,,,,,C:/Users/JohnDoe/Desktop/config.ini,read,,,
5896,file,2025-03-01 09:55:26,admin,,,,,,C:/Users/JohnDoe/Documents/data.csv,read,,,
3877,file,2025-03-01 09:13:24,admin,,,,,,C:/Windows/SysWOW64/config.ini,write,,,
1878,file,2025-03-01 09:21:34,admin,,,,,,C:/Windows/SysWOW64/report.docx,read,,,
5982,file,2025-03-01 09:47:12,johndoe,,,,,,C:/Windows/SysWOW64/config.ini,write,,,
2544,file,2025-03-01 09:22:21,user1,,,,,,C:/Program Files/Common Files/log.txt,read,,,
6862,file,2025-03-01 09:34:56,admin,,,,,,C:/Program Files/Common Files/report.docx,read,,,
5533,file,2025-03-01 09:12:50,johndoe,,,,,,C:/Windows/SysWOW64/data.csv,write,,,
1981,file,2025-03-01 09:50:11,janedoe,,,,,,C:/Windows/SysWOW64/data.csv,read,,,
1257,file,2025-03-01 09:40:26,janedoe,,,,,,C:/Program Files/Common Files/image.png,read,,,
7723,file,2025-03-01 09:14:19,janedoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
1152,file,2025-03-01 09:25:40,janedoe,,,,,,C:/Program Files/report.docx,write,,,
6442,file,2025-03-01 09:47:04,admin,,,,,,C:/Windows/SysWOW64/log.txt,read,,,
9129,file,2025-03-01 09:32:44,user1,,,,,,C:/Windows/System32/readme.txt,write,,,
3983,file,2025-03-01 09:56:50,johndoe,,,,,,C:/Users/JohnDoe/Documents/readme.txt,read,,,
8848,file,2025-03-01 09:36:53,janedoe,,,,,,C:/Program Files/readme.txt,read,,,
9437,file,2025-03-01 09:11:37,johndoe,,,,,,C:/Users/JohnDoe/Desktop/report.docx,write,,,
5530,file,2025-03-01 09:42:16,janedoe,,,,,,C:/Program Files/Common Files/log.txt,write,,,
4613,file,2025-03-01 09:38:18,johndoe,,,,,,C:/Users/JohnDoe/Documents/log.txt,read,,,
4072,file,2025-03-01 09:51:29,user1,,,,,,C:/Program Files/Common Files/log.txt,write,,,
8827,file,2025-03-01 09:12:13,user1,,,,,,C:/Users/JohnDoe/Documents/image.png,read,,,
